X,Y,OBJECTID,EGIS_ID,REG_ID,BSTP_GEO_ID,BSTP_OPS_TCD,BSTP_EFF_DATE,BSTP_TCD,AT_STR,ON_STR,BSTP_HDG,BSTP_POS_TCD,BSTP_LDC,BSTP_MSG_TEXT,BSTP_LAT_LON_TCD,BSTP_INV_SYR_TCD,BSTP_INV_SRV_DATE,BSTP_BNH_CNT,BSTP_BST_TCD,BSTP_IFC_OWN,BSTP_HAS_BKRS,BSTP_HAS_PRS,BSTP_HAS_PVM,BSTP_HAS_PRM,BSTP_PDP_SIZE_TCD,BSTP_PDP_MTR_TCD,BSTP_PDP_OBS_TCD,BSTP_PDP_HAS_CCN,BSTP_HAS_BDR_PDP,BSTP_BDR_PDP_OBS,BSTP_SWK_WDT,BSTP_SWK_HAS_CCN,BSTP_SWK_HAS_PPC,BSTP_SWK_SLP_WVL,BSTP_SWK_OBS_TCD,BSTP_SWK_IPD_TCD,ONS_CRP_SLP,ONS_CRP,OFS_CRP,AT_STR_ABS_CRP,AT_STR_OSS_CRP,ONS_CWK,OFS_CWK,AT_STR_ABS_CWK,AT_STR_OSS_CWK,ON_STR_STS_OR_TFL,ON_STR_PDC_SGL,AT_STR_PDC_SGL,BSTP_PRK_RST_TCD,BSTP_NPK_ZNE_LTH,CNF_NPK_SNS,STR_LGT_WTN_30_FT,BSTP_HAS_LED_DSP,BSTP_ACC_RATING,BSTP_BRDG_STP,BSTP_HAS_LUM_SIGN,BSTP_HAS_PWR_SRC,METRO_ACCS_STP,BSTP_LON,BSTP_LAT
-77.0312052961291,38.8919707824201,6468,1307382,1000859,5232,PRS,1943/10/19 04:00:00+00,REV,14TH ST NW,CONSTITUTION AVE NW,91,FAR,UNKNOWN,CONSTITUTION AVE NW + 14TH ST NW,,KFH,2006/06/08 04:00:00+00,1,FRE,CIRC,N,N,N,N,58U,CON,NON,Y,N,E,11,N,Y,N,NON,UNK,4.5,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NSG,,N,Y,U,Y,U,U,U,U,-77.031203,38.891963
-77.0271792859689,38.8919737884959,6469,1307380,1000857,5230,PRS,1901/01/01 05:00:00+00,REV,12TH ST NW,CONSTITUTION AVE NW,91,FAR,FEDERAL TRIANGLE STATION,CONSTITUTION AVE NW + 12TH ST NW,,KFH,2006/06/28 04:00:00+00,2,FRE,WMAT,N,Y,N,N,58U,CON,NON,Y,N,E,10,N,Y,N,NON,UNK,4.59999990463257,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,YMR,,N,Y,U,Y,U,U,U,U,-77.027177,38.891966
-77.0766363156353,39.0822308176292,6470,1309128,2000873,11212,PRS,1969/11/20 05:00:00+00,REV,GATE OF HEAVEN CEM,GEORGIA AVE,327,NEA,@ PEPCO POLE #75526,GEORGIA AVE + GATE OF HEAVEN CEM,,KFH,2012/02/21 05:00:00+00,0,UNK,NAPP,N,N,N,N,58U,CON,NON,Y,N,E,5,Y,Y,Y,NON,NON,,N,N,U,E,N,N,E,E,N,N,N,NSG,150,N,Y,N,U,U,U,U,U,-77.076634,39.082223
-77.1216943135524,38.8156507683283,6471,1303122,4000175,1232,PRS,1976/10/27 04:00:00+00,UNK,GREEN HOUSE CONDOS,HOLMES RUN PKY,117,UNK,"E OF EXIT DRWY FROM; @ VEPCO POLE #AB67",HOLMES RUN PKY + GREEN HOUSE CONDOS,,KFH,2009/04/06 04:00:00+00,,UNK,UNKW,N,Y,N,Y,58U,CON,NON,Y,N,E,4,N,Y,N,NON,UNK,4.69999980926514,Y,N,U,N,Y,N,U,U,N,N,N,NSG,,N,N,U,N,U,U,U,U,-77.121692,38.815643
-76.9889042863967,38.9214947941129,6472,1301863,1001788,7114,PRS,1977/09/12 04:00:00+00,UNK,BRYANT ST NE,BRENTWOOD RD NE,202,NEX,48' S OF XWALK,BRENTWOOD RD NE + BRYANT ST NE,,KFH,2006/08/15 04:00:00+00,,UNK,UNKW,N,Y,N,Y,SWK,CON,NON,N,N,E,5,N,N,Y,NON,UNK,3,N,N,U,Y,N,N,U,N,N,N,N,NPL,,U,N,U,N,U,U,U,U,-76.988902,38.921487
-77.1185473253729,38.9619117962193,6473,1304345,2000029,8971,PRS,1960/06/13 04:00:00+00,REV,ONONDAGA RD,MASSACHUSETTS AVE,297,NEA,UNKNOWN,MASSACHUSETTS AVE + ONONDAGA RD,,KFH,2012/03/20 04:00:00+00,0,UNK,NAPP,N,N,N,N,<58,CON,NON,Y,N,E,4,N,Y,Y,NON,NON,3.79999995231628,N,N,Y,N,N,N,Y,N,N,N,N,NPL,150,N,N,N,N,U,U,U,U,-77.118545,38.961904
-77.0188342911891,38.900208782201,6474,1307224,1001149,5865,PRS,1901/01/01 05:00:00+00,REV,H ST NW,5TH ST NW,358,FAR,IN TREE BOX 100' N OF -,5TH ST NW + H ST NW,,KFH,2006/04/04 04:00:00+00,0,UNK,WMAT,N,Y,N,Y,58U,CON,NON,Y,N,E,11,Y,Y,N,NON,UNK,5.30000019073486,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NSG,,N,N,U,Y,U,U,U,U,-77.018832,38.900201
-77.0729013059208,38.9190857870871,6475,1307222,1001729,6994,PRS,1934/06/13 04:00:00+00,REV,TUNLAW RD NW,37TH ST NW,358,NEA,130' ZONE,37TH ST NW + TUNLAW RD NW,,KFH,2006/05/23 04:00:00+00,0,UNK,WMAT,N,Y,N,Y,58U,CON,NON,Y,N,E,4,N,Y,N,NON,UNK,4.69999980926514,N,Y,N,N,N,Y,Y,U,Y,N,N,NSG,,N,N,U,N,U,U,U,U,-77.072899,38.919078
-77.2652763573962,38.7799867576689,6476,1300500,5000190,429,PRS,1979/09/04 04:00:00+00,REV,ANDROMEDA DR,SHIPLETT BLVD,357,FAR,UNKNOWN,SHIPLETT BLVD + ANDROMEDA DR,,KFH,2012/04/19 04:00:00+00,0,UNK,NAPP,N,N,N,N,SWK,CON,NON,N,N,E,3,N,Y,N,NON,NON,4.09999990463257,N,N,Y,E,N,N,Y,E,N,N,N,YUN,,N,Y,N,N,U,U,U,U,-77.265274,38.779979
-76.991370277041,38.8936567838055,6477,1307887,1000925,5357,PRS,1961/12/03 05:00:00+00,REV,11TH ST NE,C ST NE,269,NEA,UNKNOWN,C ST NE + 11TH ST NE,,KFH,2006/06/23 04:00:00+00,0,UNK,WMAT,N,Y,N,N,SWK,BRK,NON,Y,N,E,4,Y,Y,N,NON,UNK,6.09999990463257,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NSG,,N,Y,U,N,U,U,U,U,-76.991368,38.893649
-76.9442702753063,39.0985558329712,6478,1311703,2001441,15600,PRS,2011/02/15 05:00:00+00,UNK,GREENCASTLE RD,OLD COLUMBIA PK,270,NEA,UNKNOWN,OLD COLUMBIA PK + GREENCASTLE RD,,KFH,2012/02/07 05:00:00+00,0,UNK,NAPP,N,N,N,N,58U,CON,NON,Y,N,E,4,N,Y,N,NON,NON,5.19999980926514,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,NPL,150,N,N,N,Y,U,U,U,U,-76.944268,39.098548
-77.0773693151174,38.9318027903591,6479,1304314,1002094,7649,PRS,1960/10/02 04:00:00+00,REV,IDAHO AVE NW,MASSACHUSETTS AVE NW,312,FAR,EXTD 105' W OF W CURB,MASSACHUSETTS AVE NW + IDAHO AVE NW,,KFH,2009/06/16 04:00:00+00,1,INS,WMAT,N,Y,N,N,58U,CON,NON,Y,N,E,6,N,Y,N,NON,UNK,7.5,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NSG,,N,Y,U,Y,U,U,U,U,-77.077367,38.931795
-77.1135323193306,38.9418987901837,6480,1304312,2001125,13559,PRS,1901/01/01 05:00:00+00,UNK,NATIONAL IMAGERY & MAPPING,MACARTHUR BLVD,131,NEA,UNKNOWN,MACARTHUR BLVD + NATIONAL IMAGERY & MAPPING,,KFH,2012/03/20 04:00:00+00,1,INS,NAPP,N,N,N,N,58U,ASP,NON,Y,Y,N,5,Y,Y,Y,NON,NON,5.59999990463257,N,N,Y,N,N,Y,Y,N,Y,Y,N,NPL,150,N,N,N,N,U,U,U,U,-77.11353,38.941891
-77.113077322501,38.9417317939978,6481,1304310,2001019,12125,PRS,1901/01/01 05:00:00+00,UNK,NATIONAL IMAGERY & MAPPING,MACARTHUR BLVD,308,NEA,E OF ENTR TO -,MACARTHUR BLVD + NATIONAL IMAGERY & MAPPING,,KFH,2012/03/20 04:00:00+00,1,INS,NAPP,N,N,N,N,58U,CON,NON,Y,Y,N,2,Y,Y,Y,NON,NON,,N,N,N,Y,Y,N,N,Y,Y,Y,N,NSG,150,N,N,N,N,U,U,U,U,-77.113075,38.941724
-77.1121003180778,38.9361677933297,6482,1304308,1003208,13560,PRS,1961/07/31 04:00:00+00,REV,NORTON ST NW,MACARTHUR BLVD NW,156,NEA,140' W OF W CURB,MACARTHUR BLVD NW + NORTON ST NW,,KFH,2006/05/26 04:00:00+00,0,UNK,WMAT,N,Y,N,Y,58U,CON,NON,Y,Y,U,4,N,Y,N,NON,UNK,4.69999980926514,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,NSG,,N,N,U,Y,U,U,U,U,-77.112098,38.93616
-77.0318002875162,38.8884707866059,6483,1307325,1000753,4980,PRS,1962/02/15 05:00:00+00,REV,JEFFERSON DR SW,14TH ST SW,1,NEA,UNKNOWN,14TH ST SW + JEFFERSON DR SW,,KFH,2006/06/08 04:00:00+00,0,UNK,WMAT,N,Y,N,N,58U,CON,NON,Y,N,E,6,N,Y,N,NON,UNK,5.59999990463257,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,NSG,,N,Y,U,Y,U,U,U,U,-77.031798,38.888463
-77.0294952963666,38.9055577835586,6484,1307320,1001327,6226,PRS,1991/10/11 04:00:00+00,REV,M ST NW,13TH ST NW,7,NEA,ON SIGNAL POST @ CORNER,13TH ST NW + M ST NW,,KFH,2006/03/31 04:00:00+00,0,UNK,UNKW,N,N,N,N,58U,CON,NON,Y,N,E,11,Y,Y,N,NON,UNK,4.5,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,NSG,,N,N,U,Y,U,U,U,U,-77.029493,38.90555
-77.0196872869207,38.8999127889803,6485,1307448,1001117,5819,PRS,1970/09/29 04:00:00+00,REV,6TH ST NW,H ST NW,270,NEA,UNKNOWN,H ST NW + 6TH ST NW,,KFH,2006/04/03 04:00:00+00,0,UNK,WMAT,N,Y,N,Y,58U,BRK,NON,Y,N,E,7,Y,Y,N,NON,UNK,4.30000019073486,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NSG,,N,Y,U,Y,U,U,U,U,-77.019685,38.899905
-77.0217949875831,38.9169387757787,6486,1307440,1003615,19141,PRS,2016/04/11 04:00:00+00,REV,FLORIDA AVE NW,GEORGIA AVE NW,360,FAR,80' N OF XWALK,GEORGIA AVE NW + FLORIDA AVE NW,,KFH,2009/06/30 04:00:00+00,0,UNK,WMAT,N,Y,N,N,58U,CON,NON,Y,N,E,7,Y,Y,N,NON,UNK,4,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NPL,,U,N,U,Y,U,U,U,U,-77.0217,38.91693
-77.0326542727894,38.9311781762154,6487,1301764,1003037,19032,PRS,2015/09/01 04:00:00+00,REV,MONROE ST NW,14TH ST NW,360,FAR,FIRST TREE BOX N OF ---,14TH ST NW + MONROE ST NW,TMP,KFH,2009/06/22 04:00:00+00,1,INS,UNKW,N,N,N,N,58O,CON,SHL,Y,N,U,6,N,Y,N,SHL,UNK,3.5,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NSG,,N,N,U,N,U,U,U,U,-77.032652,38.93117
-77.1104053223887,39.0046268061401,6488,1309506,2001206,21921,PRS,2016/12/30 05:00:00+00,REV,OLD GEORGETOWN RD,W CEDAR LN,267,NEA,@ NO PKG SIGN,W CEDAR LN + OLD GEORGETOWN RD,,KFH,2012/02/23 05:00:00+00,0,UNK,NAPP,N,N,N,N,SWK,CON,NON,Y,Y,N,5,Y,Y,Y,NON,NON,4.40000009536743,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NSG,150,N,N,N,N,U,U,U,U,-77.110403,39.004619
-77.085943312162,38.961661798674,6489,1304248,2001267,15409,PRS,1901/01/01 05:00:00+00,UNK,BUS BAY K,FRIENDSHIP HEIGHTS STATION,337,MID,"ON WISCONSIN AVE; ON LAMPPOST",FRIENDSHIP HEIGHTS STATION + BUS BAY K,,KFH,2012/03/16 04:00:00+00,0,UNK,WMAT,Y,Y,N,N,58U,BRK,NON,Y,Y,N,9,Y,Y,Y,NON,NON,3.90000009536743,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,NPL,140,N,Y,Y,Y,U,U,U,U,-77.085941,38.961654
-76.9780392800863,38.9166427947583,6490,1308189,1003628,16193,PRS,1901/01/01 05:00:00+00,SCH,NEW YORK AVE NE,MONTANA AVE NE,140,FAR,UNKNOWN,MONTANA AVE NE + NEW YORK AVE NE,,KFH,2009/06/30 04:00:00+00,,UNK,UNKW,U,U,U,U,UNK,UNK,UNK,U,U,U,0,U,U,U,UNK,UNK,,U,U,U,U,U,U,U,U,U,U,U,UNK,,U,U,U,U,U,U,U,U,-76.978037,38.916635
-77.0731053072044,38.9608867937653,6491,1308965,1002672,8901,PRS,1935/09/15 04:00:00+00,REV,MILITARY RD NW,CONNECTICUT AVE NW,335,NEA,UNKNOWN,CONNECTICUT AVE NW + MILITARY RD NW,,KFH,2006/04/24 04:00:00+00,0,UNK,WMAT,N,Y,N,N,58U,CON,NON,Y,N,E,9,N,Y,N,NON,UNK,5,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NSG,,Y,N,U,Y,U,U,U,U,-77.073103,38.960879
-77.0961893092383,38.9168257900334,6492,1304279,1001671,6875,PRS,1986/09/23 04:00:00+00,UNK,U ST NW,MACARTHUR BLVD NW,141,MIX,BET #4820 & 4822,MACARTHUR BLVD NW + U ST NW,,KFH,2006/05/11 04:00:00+00,,UNK,UNKW,N,Y,N,Y,58U,CON,NON,Y,N,E,4,N,Y,N,NON,UNK,3.90000009536743,Y,N,U,Y,Y,N,U,Y,N,N,N,NSG,,N,Y,U,U,U,U,U,U,-77.096187,38.916818
-77.0952623193728,38.9159827834341,6493,1304277,1001648,6834,PRS,1901/01/01 05:00:00+00,REV,RESERVOIR RD NW,MACARTHUR BLVD NW,141,NEA,UNKNOWN,MACARTHUR BLVD NW + RESERVOIR RD NW,,KFH,2009/06/29 04:00:00+00,1,INS,WMAT,N,Y,N,Y,58U,CON,NON,Y,Y,U,6,N,Y,N,LSC,GRS,4.30000019073486,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,NSG,,N,N,U,Y,U,U,U,U,-77.09526,38.915975
-77.0930913108968,38.9147077902154,6494,1304275,1001615,6776,PRS,1901/01/01 05:00:00+00,REV,RESERVOIR RD NW,MACARTHUR BLVD NW,144,FAR,UNKNOWN,MACARTHUR BLVD NW + RESERVOIR RD NW,,KFH,2006/05/11 04:00:00+00,0,UNK,WMAT,N,Y,N,Y,58U,CON,NON,Y,N,E,4,N,Y,N,NON,UNK,6.09999990463257,Y,N,N,Y,Y,U,N,Y,Y,Y,N,NPL,,U,Y,U,N,U,U,U,U,-77.093089,38.9147
-77.1409943283226,38.85094576833,6495,1302591,5001005,2799,PRS,1978/06/12 04:00:00+00,UNK,#6026,KNOLLWOOD DR,302,UNK,@ WALKWAY TO -,KNOLLWOOD DR + #6026,,KFH,2012/04/25 04:00:00+00,0,UNK,WMAT,N,Y,N,N,<58,CON,NON,Y,N,E,5,N,Y,Y,NON,NON,,N,N,U,E,N,N,E,E,N,N,N,YUN,,N,N,N,N,U,U,U,U,-77.140992,38.850938
-76.9778562811833,38.981390801115,6496,1305599,3004059,18945,PRS,2006/12/31 05:00:00+00,REV,DREXEL ST,GUILFORD RD,220,NEA,UNKNOWN,GUILFORD RD + DREXEL ST,,KFH,1900/01/01 05:00:00+00,,UNK,UNKW,U,U,U,U,UNK,UNK,UNK,U,U,U,0,U,U,U,UNK,UNK,,U,U,U,U,U,U,U,U,U,U,U,UNK,,U,U,U,U,U,U,U,U,-76.977854,38.981383
-77.0440312961128,38.9294477935852,6497,1301802,1002031,7541,PRS,1901/01/01 05:00:00+00,REV,IRVING ST NW,ADAMS MILL RD NW,328,NEA,BEGIN 25' S OF CURVED CURB-EXTD S 120',ADAMS MILL RD NW + IRVING ST NW,,KFH,2006/05/11 04:00:00+00,0,UNK,WMAT,N,Y,N,Y,58U,CON,NON,Y,N,E,6,N,Y,Y,NON,SLP,7.90000009536743,N,Y,Y,N,N,Y,Y,N,Y,N,Y,NSG,,N,Y,U,N,U,U,U,U,-77.044029,38.92944
-76.9266302624315,38.8822867883984,6498,1303534,1000605,4573,PRS,1901/01/01 05:00:00+00,REV,E ST SE,53RD ST SE,11,FAR,UNKNOWN,53RD ST SE + E ST SE,,KFH,2006/06/19 04:00:00+00,0,UNK,WMAT,N,Y,N,Y,SWK,CON,NON,N,N,E,4,N,N,N,NON,UNK,6.40000009536743,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,YUN,,U,N,U,N,U,U,U,U,-76.926628,38.882279
-76.9291062581047,38.8821167887392,6499,1303530,1000601,4562,PRS,1901/01/01 05:00:00+00,REV,E ST SE,51ST ST SE,191,FAR,UNKNOWN,51ST ST SE + E ST SE,,KFH,2006/06/15 04:00:00+00,0,UNK,UNKW,N,N,N,N,58U,ASP,NON,Y,N,E,6,N,Y,Y,NON,UPV,7.19999980926514,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,YUN,,U,N,U,Y,U,U,U,U,-76.929104,38.882109
-76.9749532849586,38.988211802626,6500,1305797,3002189,9816,PRS,1974/09/01 04:00:00+00,REV,LEBANON ST,RIGGS RD,20,NEA,UNKNOWN,RIGGS RD + LEBANON ST,,KFH,2006/06/07 04:00:00+00,0,UNK,UNKW,N,N,N,N,SWK,CON,NON,N,N,E,3,N,N,N,NON,UPV,5.59999990463257,N,N,Y,N,N,N,Y,U,Y,N,N,YUN,,U,N,U,N,U,U,U,U,-76.974951,38.988204
-76.9005492505597,38.7959477732033,6501,1310195,3003688,17245,PRS,2010/06/27 04:00:00+00,UNK,COOLRIDGE DR,OLD BRANCH AVE,343,NEA,OPPO #6811,OLD BRANCH AVE + COOLRIDGE DR,,KFH,2006/06/26 04:00:00+00,,UNK,UNKW,N,N,N,N,58U,CON,NON,Y,N,E,0,U,E,U,UNK,UNK,,N,N,N,N,N,N,N,N,N,N,N,NPL,,U,N,U,N,U,U,U,U,-76.900547,38.79594
-76.826198225511,38.9045827916363,6502,1310342,3001114,6176,PRS,1996/03/03 05:00:00+00,REV,ARBOR PARK PL,CAMPUS WAY N,128,FAR,100' S OF -,CAMPUS WAY N + ARBOR PARK PL,,KFH,2006/09/06 04:00:00+00,0,UNK,UNKW,N,N,N,N,SWK,CON,NON,N,N,E,5,N,N,N,NON,UNK,6,N,N,Y,Y,N,N,Y,Y,N,N,N,NSG,,N,N,U,N,U,U,U,U,-76.826196,38.904575
-76.8238812310838,38.9033347974505,6503,1310340,3001103,6107,PRS,1996/03/03 05:00:00+00,REV,WEST HAVEN DR,CAMPUS WAY N,131,FAR,UNKNOWN,CAMPUS WAY N + WEST HAVEN DR,,KFH,2006/09/19 04:00:00+00,0,UNK,UNKW,N,N,N,N,SWK,CON,NON,N,N,E,5,N,N,N,NON,UNK,8.89999961853027,Y,Y,Y,Y,N,N,Y,Y,N,N,N,NSG,,N,N,U,N,U,U,U,U,-76.823879,38.903327
-76.8227552276461,38.900560794495,6504,1310338,3001082,5899,PRS,1996/03/03 05:00:00+00,REV,ELDERS HOLLOW DR,CAMPUS WAY N,182,NEA,ON LAMPPOST,CAMPUS WAY N + ELDERS HOLLOW DR,,KFH,2006/09/19 04:00:00+00,0,UNK,UNKW,N,N,N,N,SWK,CON,NON,N,N,E,5,N,N,N,NON,UNK,6.69999980926514,N,N,Y,Y,N,N,Y,Y,N,N,N,NSG,,N,Y,U,N,U,U,U,U,-76.822753,38.900553
-77.196372341289,38.8313467624364,6505,1310207,5004579,18579,PRS,2004/06/27 04:00:00+00,UNK,LITTLE RIVER TPKE,ANNANDALE RD,0,FAR,60' N OF BANK ENTR N OF VEPCO POLE #GN48,ANNANDALE RD + LITTLE RIVER TPKE,,KFH,2012/05/04 04:00:00+00,0,UNK,NAPP,N,N,N,N,SWK,BRK,NON,Y,Y,N,5,Y,Y,Y,NON,NON,4.30000019073486,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NPL,150,N,N,N,N,U,U,U,U,-77.19637,38.831339
-76.853393235222,38.9031547903794,6506,1310203,3004088,17321,PRS,2009/08/09 04:00:00+00,UNK,#1010,BRIGHTSEAT RD,0,FAR,@ #1010 S OF MAIN ENTR,BRIGHTSEAT RD + #1010,,WSV,2017/02/03 16:03:45+00,1,INS,NAPP,N,N,N,N,<58,CON,NON,Y,N,E,4,N,Y,Y,NON,NON,0,N,N,N,N,N,N,N,N,N,N,N,NSG,0,N,Y,N,U,U,N,N,U,-76.853391,38.903147
-76.8810392410551,38.8498187819625,6507,1303638,3000716,16358,PRS,1977/07/17 04:00:00+00,REV,MARLBORO PIKE,BOONES LN,9,FAR,S OF 2ND DRWY N OF -,BOONES LN + MARLBORO PIKE,,KFH,2006/07/24 04:00:00+00,0,UNK,UNKW,N,N,N,N,SWK,CON,NON,N,N,E,4,N,N,N,NON,UNK,6.5,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,NPL,,U,Y,U,N,U,U,U,U,-76.881037,38.849811
-77.0869493115183,38.8628837783785,6508,1303446,6000247,3510,PRS,1901/01/01 05:00:00+00,REV,COLUMBIA PIKE,S WALTER REED DR,350,FAR,UNKNOWN,S WALTER REED DR + COLUMBIA PIKE,,KFH,2007/03/22 04:00:00+00,0,UNK,UNKW,N,N,N,N,SWK,BRK,NON,Y,N,E,7,Y,Y,N,NON,UNK,5.90000009536743,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NSG,,N,Y,U,N,U,U,U,U,-77.086947,38.862876
-76.9835482738394,38.8997047915655,6509,1307722,1001107,5805,PRS,1969/04/21 04:00:00+00,REV,BENNING RD NE,15TH ST NE,3,NEA,UNKNOWN,15TH ST NE + BENNING RD NE,,KFH,2009/07/16 04:00:00+00,1,INS,WMAT,N,Y,N,Y,58U,CON,NON,Y,Y,U,7,N,Y,N,NON,UPV,7.19999980926514,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NSG,,Y,Y,U,Y,U,U,U,U,-76.983546,38.899697
-76.9789172736925,38.9054947903007,6510,1307729,1003580,16188,PRS,1901/01/01 05:00:00+00,SCH,M ST NE,17TH ST NE,1,NEA,UNKNOWN,17TH ST NE + M ST NE,,KFH,2009/07/16 04:00:00+00,,UNK,UNKW,N,U,U,U,UNK,UNK,UNK,U,U,U,0,U,U,U,UNK,UNK,,U,U,U,U,U,U,U,U,U,U,U,UNK,,U,U,U,U,U,U,U,U,-76.978915,38.905487
-77.0628842955426,38.8532917763287,6511,1302909,6000129,2919,PRS,1901/01/01 05:00:00+00,REV,S JOYCE ST,23RD ST S,271,NEA,E OF DRWY TO MT VERNON BAPTIST CHURCH,23RD ST S + S JOYCE ST,,KFH,2007/02/22 05:00:00+00,2,UNK,UNKW,N,N,N,N,58U,BRK,NON,Y,N,E,5,Y,Y,Y,NON,SLP,,N,Y,N,Y,Y,N,N,Y,N,N,N,NSG,,N,Y,U,N,U,U,U,U,-77.062882,38.853284
-77.0736513220708,39.0574418147889,6512,1309041,2000663,10893,PRS,1969/11/20 05:00:00+00,REV,RANDOLPH RD,CONNECTICUT AVE,189,NEA,UNKNOWN,CONNECTICUT AVE + RANDOLPH RD,,KFH,2012/02/27 05:00:00+00,0,UNK,WMAT,N,Y,N,Y,58U,CON,NON,Y,Y,N,4,Y,N,Y,NON,NON,1,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,NSG,150,N,Y,N,Y,U,U,U,U,-77.073649,39.057434
-77.0769853155977,38.995980802515,6513,1308998,2000190,9983,PRS,1901/01/01 05:00:00+00,REV,MANOR RD,CONNECTICUT AVE,2,NEA,UNKNOWN,CONNECTICUT AVE + MANOR RD,,KFH,2012/03/01 05:00:00+00,0,UNK,NAPP,N,N,N,N,58U,CON,NON,Y,Y,N,8,Y,Y,Y,NON,NON,0.5,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NSG,150,N,Y,N,Y,U,U,U,U,-77.076983,38.995973
-76.9760162781074,38.8401397807906,6514,1311553,3004075,18878,PRS,2011/03/15 04:00:00+00,UNK,BUS BAY P,SOUTHERN AVE STA,225,ATP,UNKNOWN,SOUTHERN AVE STA + BUS BAY P,,UNK,1900/01/01 05:00:00+00,,UNK,UNKW,U,U,U,U,UNK,UNK,UNK,U,U,U,0,U,U,U,UNK,UNK,,U,U,U,U,U,U,U,U,U,U,U,UNK,,U,U,Y,U,U,U,U,U,-76.976014,38.840132
-77.0010642763139,38.8215987732465,6515,1306976,1000009,1436,PRS,1970/08/28 04:00:00+00,REV,S CAPITOL ST SE,SOUTHERN AVE SE,225,NEA,@ PEPCO POLE #538849,SOUTHERN AVE SE + S CAPITOL ST SE,,KFH,2006/04/11 04:00:00+00,0,UNK,UNKW,N,N,N,N,SWK,CON,NON,Y,N,E,2,Y,Y,N,NON,UNK,6.09999990463257,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,NSG,,N,Y,U,N,U,U,U,U,-77.001062,38.821591
-77.0269272910355,38.9124807861117,6516,1307297,1001545,17477,PRS,2011/05/26 04:00:00+00,REV,R ST NW,11TH ST NW,1,NEA,UNKNOWN,11TH ST NW + R ST NW,,KFH,2006/07/27 04:00:00+00,0,UNK,WMAT,N,Y,N,N,58U,CON,NON,Y,N,E,6,Y,Y,N,NON,UNK,4.40000009536743,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NSG,,N,Y,U,Y,U,U,U,U,-77.026925,38.912473
-77.0271572933905,38.9073877842242,6517,1307292,1001371,6331,PRS,1961/12/03 05:00:00+00,REV,N ST NW,11TH ST NW,184,NEA,UNKNOWN,11TH ST NW + N ST NW,,KFH,2009/07/06 04:00:00+00,1,INS,WMAT,N,Y,N,N,58O,CON,SHL,Y,N,E,6,N,Y,N,SHL,UPV,3.59999990463257,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NPL,,N,N,U,N,U,U,U,U,-77.027155,38.90738
-77.0271742893563,38.9027017884358,6518,1307286,1001249,6065,PRS,1961/12/03 05:00:00+00,REV,K ST NW,11TH ST NW,181,NEA,UNKNOWN,11TH ST NW + K ST NW,,KFH,2009/07/06 04:00:00+00,1,INS,UNKW,N,N,N,N,58U,CON,NON,Y,N,E,7,N,Y,N,NON,UNK,4.90000009536743,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NSG,,N,Y,U,Y,U,U,U,U,-77.027172,38.902694
-76.976908279606,38.9467538009699,6519,1305695,3001539,8363,PRS,1976/03/29 04:00:00+00,REV,CARSON CIR,QUEENS CHAPEL RD,256,FAR,UNKNOWN,QUEENS CHAPEL RD + CARSON CIR,,KFH,2006/08/24 04:00:00+00,1,INS,WMAT,N,Y,N,Y,58U,CON,NON,Y,N,E,5,N,Y,N,NON,UNK,6.5,Y,Y,Y,Y,N,N,N,N,N,N,N,NSG,,N,Y,U,Y,U,U,U,U,-76.976906,38.946746
